valor,elemento,foil,tipoCarta,colecao
10.01,Escuridão,Normal,Pokémon – Basic,Raio Preto
22.0,Escuridão,Reverse Foil,Pokémon – Basic,Raio Preto
29.53,Escuridão,Reverse Foil,Pokémon – Basic,Raio Preto
30.12,Escuridão,Pokeball Foil,Pokémon – Basic,Raio Preto
33.26,Escuridão,Pokeball Foil,Pokémon – Basic,Raio Preto
14.15,Escuridão,Foil,Pokémon – Basic,Raio Preto
34.46,Escuridão,Pokeball Foil,Pokémon – Basic,Raio Preto
25.96,Escuridão,Reverse Foil,Pokémon – Basic,Raio Preto
33.03,Escuridão,Pokeball Foil,Pokémon – Basic,Raio Preto
9.65,Escuridão,Normal,Pokémon – Basic,Raio Preto
16.08,Escuridão,Foil,Pokémon – Basic,Raio Preto
0.69,Escuridão,Normal,Pokémon – Basic,Raio Preto
13.01,Escuridão,Normal,Pokémon – Basic,Raio Preto
11.59,Escuridão,Normal,Pokémon – Basic,Raio Preto
1.66,Escuridão,Normal,Pokémon – Basic,Raio Preto
25.04,Escuridão,Reverse Foil,Pokémon – Basic,Raio Preto
22.63,Escuridão,Reverse Foil,Pokémon – Basic,Raio Preto
32.05,Escuridão,Pokeball Foil,Pokémon – Basic,Raio Preto
12.69,Escuridão,Normal,Pokémon – Basic,Raio Preto
9.34,Escuridão,Normal,Pokémon – Basic,Raio Preto
5.19,Escuridão,Normal,Pokémon – Basic,Raio Preto
8.06,Escuridão,Normal,Pokémon – Basic,Raio Preto
7.39,Escuridão,Normal,Pokémon – Basic,Raio Preto
21.08,Escuridão,Foil,Pokémon – Basic,Raio Preto
3.64,Escuridão,Normal,Pokémon – Basic,Raio Preto
10.11,Escuridão,Normal,Pokémon – Basic,Raio Preto
6.9,Escuridão,Normal,Pokémon – Basic,Raio Preto
11.83,Escuridão,Normal,Pokémon – Basic,Raio Preto
31.44,Escuridão,Pokeball Foil,Pokémon – Basic,Raio Preto
18.0,Escuridão,Foil,Pokémon – Basic,Raio Preto
11.52,Escuridão,Normal,Pokémon – Basic,Raio Preto
14.9,Escuridão,Foil,Pokémon – Basic,Raio Preto
18.44,Escuridão,Foil,Pokémon – Basic,Raio Preto
4.5,Escuridão,Normal,Pokémon – Basic,Raio Preto
19.92,Escuridão,Foil,Pokémon – Basic,Raio Preto
6.71,Escuridão,Normal,Pokémon – Basic,Raio Preto
33.54,Escuridão,Pokeball Foil,Pokémon – Basic,Raio Preto
26.51,Escuridão,Reverse Foil,Pokémon – Basic,Raio Preto
30.7,Escuridão,Pokeball Foil,Pokémon – Basic,Raio Preto
30.15,Escuridão,Pokeball Foil,Pokémon – Basic,Raio Preto
13.53,Escuridão,Foil,Pokémon – Basic,Raio Preto
19.73,Escuridão,Foil,Pokémon – Basic,Raio Preto
5.63,Escuridão,Normal,Pokémon – Basic,Raio Preto
10.56,Escuridão,Normal,Pokémon – Basic,Raio Preto
19.99,Escuridão,Foil,Pokémon – Basic,Raio Preto
1.47,Escuridão,Normal,Pokémon – Basic,Raio Preto
1.31,Escuridão,Normal,Pokémon – Basic,Raio Preto
20.77,Escuridão,Foil,Pokémon – Basic,Raio Preto
5.75,Escuridão,Normal,Pokémon – Basic,Raio Preto
26.26,Escuridão,Reverse Foil,Pokémon – Basic,Raio Preto
25.01,Escuridão,Reverse Foil,Pokémon – Basic,Raio Preto
14.04,Escuridão,Foil,Pokémon – Basic,Raio Preto
26.03,Escuridão,Reverse Foil,Pokémon – Basic,Raio Preto
13.72,Escuridão,Foil,Pokémon – Basic,Raio Preto
29.45,Escuridão,Reverse Foil,Pokémon – Basic,Raio Preto
34.35,Escuridão,Pokeball Foil,Pokémon – Basic,Raio Preto
6.96,Escuridão,Normal,Pokémon – Basic,Raio Preto
23.38,Escuridão,Reverse Foil,Pokémon – Basic,Raio Preto
26.9,Escuridão,Reverse Foil,Pokémon – Basic,Raio Preto
11.0,Escuridão,Normal,Pokémon – Basic,Raio Preto
32.79,Escuridão,Pokeball Foil,Pokémon – Basic,Raio Preto
5.64,Escuridão,Normal,Pokémon – Basic,Raio Preto
32.28,Escuridão,Pokeball Foil,Pokémon – Basic,Raio Preto
4.24,Escuridão,Normal,Pokémon – Basic,Raio Preto
13.24,Escuridão,Normal,Pokémon – Basic,Raio Preto
31.08,Escuridão,Pokeball Foil,Pokémon – Basic,Raio Preto
2.6,Escuridão,Normal,Pokémon – Basic,Raio Preto
14.53,Escuridão,Foil,Pokémon – Basic,Raio Preto
27.83,Escuridão,Reverse Foil,Pokémon – Basic,Raio Preto
10.69,Escuridão,Normal,Pokémon – Basic,Raio Preto
8.12,Escuridão,Normal,Pokémon – Basic,Raio Preto
33.38,Escuridão,Pokeball Foil,Pokémon – Basic,Raio Preto
0.2,Escuridão,Normal,Pokémon – Basic,Raio Preto
21.16,Escuridão,Foil,Pokémon – Basic,Raio Preto
25.52,Escuridão,Reverse Foil,Pokémon – Basic,Raio Preto
19.85,Escuridão,Foil,Pokémon – Basic,Raio Preto
22.66,Escuridão,Reverse Foil,Pokémon – Basic,Raio Preto
9.87,Escuridão,Normal,Pokémon – Basic,Raio Preto
1.31,Escuridão,Normal,Pokémon – Basic,Raio Preto
1.22,Escuridão,Normal,Pokémon – Basic,Raio Preto
29.6,Escuridão,Reverse Foil,Pokémon – Basic,Raio Preto
1.21,Escuridão,Normal,Pokémon – Basic,Raio Preto
9.0,Escuridão,Normal,Pokémon – Basic,Raio Preto
27.23,Escuridão,Reverse Foil,Pokémon – Basic,Raio Preto
34.87,Escuridão,Pokeball Foil,Pokémon – Basic,Raio Preto
23.75,Escuridão,Reverse Foil,Pokémon – Basic,Raio Preto
16.55,Escuridão,Foil,Pokémon – Basic,Raio Preto
2.47,Escuridão,Normal,Pokémon – Basic,Raio Preto
0.19,Escuridão,Normal,Pokémon – Basic,Raio Preto
14.14,Escuridão,Foil,Pokémon – Basic,Raio Preto
46.31,Grama,Foil,Pokémon – Basic,Raio Preto
94.7,Grama,Pokeball Foil,Pokémon – Basic,Raio Preto
83.36,Grama,Pokeball Foil,Pokémon – Basic,Raio Preto
76.21,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
54.79,Grama,Foil,Pokémon – Basic,Raio Preto
55.93,Grama,Foil,Pokémon – Basic,Raio Preto
77.1,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
54.92,Grama,Foil,Pokémon – Basic,Raio Preto
59.14,Grama,Foil,Pokémon – Basic,Raio Preto
91.53,Grama,Pokeball Foil,Pokémon – Basic,Raio Preto
73.87,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
86.89,Grama,Pokeball Foil,Pokémon – Basic,Raio Preto
81.55,Grama,Pokeball Foil,Pokémon – Basic,Raio Preto
68.14,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
74.81,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
66.58,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
57.89,Grama,Foil,Pokémon – Basic,Raio Preto
45.98,Grama,Foil,Pokémon – Basic,Raio Preto
57.08,Grama,Foil,Pokémon – Basic,Raio Preto
74.98,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
46.31,Grama,Foil,Pokémon – Basic,Raio Preto
27.11,Grama,Normal,Pokémon – Basic,Raio Preto
40.94,Grama,Foil,Pokémon – Basic,Raio Preto
65.81,Grama,Pokeball Foil,Pokémon – Basic,Raio Preto
10.63,Grama,Normal,Pokémon – Basic,Raio Preto
70.88,Grama,Pokeball Foil,Pokémon – Basic,Raio Preto
21.52,Grama,Normal,Pokémon – Basic,Raio Preto
30.99,Grama,Foil,Pokémon – Basic,Raio Preto
58.5,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
29.92,Grama,Foil,Pokémon – Basic,Raio Preto
13.16,Grama,Normal,Pokémon – Basic,Raio Preto
20.18,Grama,Normal,Pokémon – Basic,Raio Preto
58.29,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
6.6,Grama,Normal,Pokémon – Basic,Raio Preto
42.64,Grama,Foil,Pokémon – Basic,Raio Preto
25.96,Grama,Normal,Pokémon – Basic,Raio Preto
9.35,Grama,Normal,Pokémon – Basic,Raio Preto
1.08,Grama,Normal,Pokémon – Basic,Raio Preto
34.83,Grama,Foil,Pokémon – Basic,Raio Preto
41.07,Grama,Foil,Pokémon – Basic,Raio Preto
57.89,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
18.37,Grama,Normal,Pokémon – Basic,Raio Preto
23.76,Grama,Normal,Pokémon – Basic,Raio Preto
25.25,Grama,Normal,Pokémon – Basic,Raio Preto
16.91,Grama,Normal,Pokémon – Basic,Raio Preto
6.74,Grama,Normal,Pokémon – Basic,Raio Preto
29.66,Grama,Foil,Pokémon – Basic,Raio Preto
0.82,Grama,Normal,Pokémon – Basic,Raio Preto
16.61,Grama,Normal,Pokémon – Basic,Raio Preto
17.29,Grama,Normal,Pokémon – Basic,Raio Preto
14.56,Grama,Normal,Pokémon – Basic,Raio Preto
63.54,Grama,Pokeball Foil,Pokémon – Basic,Raio Preto
16.74,Grama,Normal,Pokémon – Basic,Raio Preto
28.28,Grama,Foil,Pokémon – Basic,Raio Preto
18.66,Grama,Normal,Pokémon – Basic,Raio Preto
4.95,Grama,Normal,Pokémon – Basic,Raio Preto
39.52,Grama,Foil,Pokémon – Basic,Raio Preto
62.86,Grama,Pokeball Foil,Pokémon – Basic,Raio Preto
5.78,Grama,Normal,Pokémon – Basic,Raio Preto
30.49,Grama,Foil,Pokémon – Basic,Raio Preto
34.45,Grama,Foil,Pokémon – Basic,Raio Preto
35.33,Grama,Foil,Pokémon – Basic,Raio Preto
56.79,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
14.08,Grama,Normal,Pokémon – Basic,Raio Preto
65.58,Grama,Pokeball Foil,Pokémon – Basic,Raio Preto
36.64,Grama,Foil,Pokémon – Basic,Raio Preto
57.52,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
54.69,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
12.41,Grama,Normal,Pokémon – Basic,Raio Preto
48.27,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
14.94,Grama,Normal,Pokémon – Basic,Raio Preto
18.26,Grama,Normal,Pokémon – Basic,Raio Preto
11.17,Grama,Normal,Pokémon – Basic,Raio Preto
43.56,Grama,Foil,Pokémon – Basic,Raio Preto
18.83,Grama,Normal,Pokémon – Basic,Raio Preto
65.62,Grama,Pokeball Foil,Pokémon – Basic,Raio Preto
1.36,Grama,Normal,Pokémon – Basic,Raio Preto
39.5,Grama,Foil,Pokémon – Basic,Raio Preto
14.54,Grama,Normal,Pokémon – Basic,Raio Preto
22.69,Grama,Normal,Pokémon – Basic,Raio Preto
13.01,Grama,Normal,Pokémon – Basic,Raio Preto
48.61,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
43.12,Grama,Foil,Pokémon – Basic,Raio Preto
64.32,Grama,Pokeball Foil,Pokémon – Basic,Raio Preto
42.81,Grama,Foil,Pokémon – Basic,Raio Preto
39.0,Grama,Foil,Pokémon – Basic,Raio Preto
49.31,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
15.72,Grama,Normal,Pokémon – Basic,Raio Preto
30.84,Grama,Foil,Pokémon – Basic,Raio Preto
70.21,Grama,Pokeball Foil,Pokémon – Basic,Raio Preto
13.08,Grama,Normal,Pokémon – Basic,Raio Preto
0.87,Grama,Normal,Pokémon – Basic,Raio Preto
53.51,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
58.98,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
4.99,Grama,Normal,Pokémon – Basic,Raio Preto
2.89,Grama,Normal,Pokémon – Basic,Raio Preto
31.47,Grama,Foil,Pokémon – Basic,Raio Preto
25.82,Grama,Normal,Pokémon – Basic,Raio Preto
63.93,Grama,Pokeball Foil,Pokémon – Basic,Raio Preto
36.13,Grama,Foil,Pokémon – Basic,Raio Preto
11.93,Grama,Normal,Pokémon – Basic,Raio Preto
4.59,Grama,Normal,Pokémon – Basic,Raio Preto
8.8,Grama,Normal,Pokémon – Basic,Raio Preto
19.11,Grama,Normal,Pokémon – Basic,Raio Preto
32.38,Grama,Foil,Pokémon – Basic,Raio Preto
53.06,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
26.38,Grama,Normal,Pokémon – Basic,Raio Preto
67.79,Grama,Pokeball Foil,Pokémon – Basic,Raio Preto
51.31,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
26.55,Grama,Normal,Pokémon – Basic,Raio Preto
37.07,Grama,Foil,Pokémon – Basic,Raio Preto
47.72,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
47.29,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
56.19,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
66.92,Grama,Pokeball Foil,Pokémon – Basic,Raio Preto
35.8,Grama,Foil,Pokémon – Basic,Raio Preto
44.82,Grama,Foil,Pokémon – Basic,Raio Preto
48.05,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
53.64,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
12.09,Grama,Normal,Pokémon – Basic,Raio Preto
68.62,Grama,Pokeball Foil,Pokémon – Basic,Raio Preto
71.62,Grama,Pokeball Foil,Pokémon – Basic,Raio Preto
60.47,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
5.06,Grama,Normal,Pokémon – Basic,Raio Preto
10.21,Grama,Normal,Pokémon – Basic,Raio Preto
25.8,Grama,Normal,Pokémon – Basic,Raio Preto
51.64,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
10.9,Grama,Normal,Pokémon – Basic,Raio Preto
58.01,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
58.04,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
29.75,Grama,Foil,Pokémon – Basic,Raio Preto
36.85,Grama,Foil,Pokémon – Basic,Raio Preto
2.22,Grama,Normal,Pokémon – Basic,Raio Preto
57.51,Grama,Reverse Foil,Pokémon – Basic,Raio Preto
17.53,Grama,Normal,Pokémon – Basic,Raio Preto
2.5,Grama,Normal,Pokémon – Basic,Raio Preto
22.32,Grama,Normal,Pokémon – Basic,Raio Preto
33.17,Grama,Foil,Pokémon – Basic,Raio Preto
66.54,Grama,Pokeball Foil,Pokémon – Basic,Raio Preto
159.92,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
97.02,Psíquica,Foil,Pokémon – Basic,Raio Preto
149.62,Psíquica,Reverse Foil,Pokémon – Basic,Raio Preto
97.92,Psíquica,Foil,Pokémon – Basic,Raio Preto
140.89,Psíquica,Reverse Foil,Pokémon – Basic,Raio Preto
87.13,Psíquica,Foil,Pokémon – Basic,Raio Preto
90.09,Psíquica,Foil,Pokémon – Basic,Raio Preto
117.89,Psíquica,Reverse Foil,Pokémon – Basic,Raio Preto
163.75,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
172.3,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
91.07,Psíquica,Foil,Pokémon – Basic,Raio Preto
173.72,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
165.42,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
172.63,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
176.67,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
110.61,Psíquica,Foil,Pokémon – Basic,Raio Preto
108.06,Psíquica,Foil,Pokémon – Basic,Raio Preto
97.46,Psíquica,Foil,Pokémon – Basic,Raio Preto
76.88,Psíquica,Foil,Pokémon – Basic,Raio Preto
78.9,Psíquica,Foil,Pokémon – Basic,Raio Preto
32.7,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
23.5,Psíquica,Reverse Foil,Pokémon – Basic,Raio Preto
2.46,Psíquica,Normal,Pokémon – Basic,Raio Preto
20.05,Psíquica,Foil,Pokémon – Basic,Raio Preto
25.49,Psíquica,Reverse Foil,Pokémon – Basic,Raio Preto
23.16,Psíquica,Reverse Foil,Pokémon – Basic,Raio Preto
6.03,Psíquica,Normal,Pokémon – Basic,Raio Preto
5.66,Psíquica,Normal,Pokémon – Basic,Raio Preto
7.53,Psíquica,Normal,Pokémon – Basic,Raio Preto
26.58,Psíquica,Reverse Foil,Pokémon – Basic,Raio Preto
10.54,Psíquica,Normal,Pokémon – Basic,Raio Preto
20.7,Psíquica,Foil,Pokémon – Basic,Raio Preto
9.99,Psíquica,Normal,Pokémon – Basic,Raio Preto
1.39,Psíquica,Normal,Pokémon – Basic,Raio Preto
21.73,Psíquica,Foil,Pokémon – Basic,Raio Preto
15.23,Psíquica,Foil,Pokémon – Basic,Raio Preto
30.28,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
33.62,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
10.39,Psíquica,Normal,Pokémon – Basic,Raio Preto
15.28,Psíquica,Foil,Pokémon – Basic,Raio Preto
26.09,Psíquica,Reverse Foil,Pokémon – Basic,Raio Preto
33.62,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
18.99,Psíquica,Foil,Pokémon – Basic,Raio Preto
34.85,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
20.06,Psíquica,Foil,Pokémon – Basic,Raio Preto
21.22,Psíquica,Foil,Pokémon – Basic,Raio Preto
31.06,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
12.49,Psíquica,Normal,Pokémon – Basic,Raio Preto
7.37,Psíquica,Normal,Pokémon – Basic,Raio Preto
16.12,Psíquica,Foil,Pokémon – Basic,Raio Preto
19.44,Psíquica,Foil,Pokémon – Basic,Raio Preto
31.03,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
14.28,Psíquica,Foil,Pokémon – Basic,Raio Preto
26.71,Psíquica,Reverse Foil,Pokémon – Basic,Raio Preto
3.49,Psíquica,Normal,Pokémon – Basic,Raio Preto
9.16,Psíquica,Normal,Pokémon – Basic,Raio Preto
6.52,Psíquica,Normal,Pokémon – Basic,Raio Preto
8.51,Psíquica,Normal,Pokémon – Basic,Raio Preto
7.11,Psíquica,Normal,Pokémon – Basic,Raio Preto
15.03,Psíquica,Foil,Pokémon – Basic,Raio Preto
22.49,Psíquica,Reverse Foil,Pokémon – Basic,Raio Preto
4.28,Psíquica,Normal,Pokémon – Basic,Raio Preto
3.15,Psíquica,Normal,Pokémon – Basic,Raio Preto
6.07,Psíquica,Normal,Pokémon – Basic,Raio Preto
17.11,Psíquica,Foil,Pokémon – Basic,Raio Preto
24.87,Psíquica,Reverse Foil,Pokémon – Basic,Raio Preto
2.57,Psíquica,Normal,Pokémon – Basic,Raio Preto
10.72,Psíquica,Normal,Pokémon – Basic,Raio Preto
1.11,Psíquica,Normal,Pokémon – Basic,Raio Preto
33.16,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
1.38,Psíquica,Normal,Pokémon – Basic,Raio Preto
22.54,Psíquica,Reverse Foil,Pokémon – Basic,Raio Preto
30.98,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
31.14,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
1.25,Psíquica,Normal,Pokémon – Basic,Raio Preto
9.97,Psíquica,Normal,Pokémon – Basic,Raio Preto
19.83,Psíquica,Foil,Pokémon – Basic,Raio Preto
20.5,Psíquica,Foil,Pokémon – Basic,Raio Preto
5.56,Psíquica,Normal,Pokémon – Basic,Raio Preto
19.87,Psíquica,Foil,Pokémon – Basic,Raio Preto
16.07,Psíquica,Foil,Pokémon – Basic,Raio Preto
12.66,Psíquica,Normal,Pokémon – Basic,Raio Preto
27.36,Psíquica,Reverse Foil,Pokémon – Basic,Raio Preto
22.99,Psíquica,Reverse Foil,Pokémon – Basic,Raio Preto
14.12,Psíquica,Foil,Pokémon – Basic,Raio Preto
27.58,Psíquica,Reverse Foil,Pokémon – Basic,Raio Preto
29.01,Psíquica,Reverse Foil,Pokémon – Basic,Raio Preto
14.7,Psíquica,Foil,Pokémon – Basic,Raio Preto
22.82,Psíquica,Reverse Foil,Pokémon – Basic,Raio Preto
12.72,Psíquica,Normal,Pokémon – Basic,Raio Preto
1.71,Psíquica,Normal,Pokémon – Basic,Raio Preto
33.43,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
11.56,Psíquica,Normal,Pokémon – Basic,Raio Preto
4.12,Psíquica,Normal,Pokémon – Basic,Raio Preto
29.87,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
11.66,Psíquica,Normal,Pokémon – Basic,Raio Preto
16.98,Psíquica,Foil,Pokémon – Basic,Raio Preto
32.38,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
1.31,Psíquica,Normal,Pokémon – Basic,Raio Preto
3.83,Psíquica,Normal,Pokémon – Basic,Raio Preto
26.74,Psíquica,Reverse Foil,Pokémon – Basic,Raio Preto
32.71,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
14.78,Psíquica,Foil,Pokémon – Basic,Raio Preto
21.0,Psíquica,Foil,Pokémon – Basic,Raio Preto
32.11,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
30.77,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
34.96,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
16.35,Psíquica,Foil,Pokémon – Basic,Raio Preto
23.04,Psíquica,Reverse Foil,Pokémon – Basic,Raio Preto
13.67,Psíquica,Foil,Pokémon – Basic,Raio Preto
19.36,Psíquica,Foil,Pokémon – Basic,Raio Preto
23.64,Psíquica,Reverse Foil,Pokémon – Basic,Raio Preto
18.82,Psíquica,Foil,Pokémon – Basic,Raio Preto
15.68,Psíquica,Foil,Pokémon – Basic,Raio Preto
10.82,Psíquica,Normal,Pokémon – Basic,Raio Preto
3.33,Psíquica,Normal,Pokémon – Basic,Raio Preto
5.48,Psíquica,Normal,Pokémon – Basic,Raio Preto
3.84,Psíquica,Normal,Pokémon – Basic,Raio Preto
17.59,Psíquica,Foil,Pokémon – Basic,Raio Preto
9.71,Psíquica,Normal,Pokémon – Basic,Raio Preto
0.58,Psíquica,Normal,Pokémon – Basic,Raio Preto
33.73,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
12.19,Psíquica,Normal,Pokémon – Basic,Raio Preto
34.2,Psíquica,Pokeball Foil,Pokémon – Basic,Raio Preto
19.96,Psíquica,Foil,Pokémon – Basic,Raio Preto
15.27,Psíquica,Foil,Pokémon – Basic,Raio Preto
20.76,Psíquica,Foil,Pokémon – Basic,Raio Preto
23.75,Psíquica,Reverse Foil,Pokémon – Basic,Raio Preto
45.62,Luta,Pokeball Foil,Pokémon – Basic,Raio Preto
33.53,Luta,Reverse Foil,Pokémon – Basic,Raio Preto
46.53,Luta,Pokeball Foil,Pokémon – Basic,Raio Preto
28.05,Luta,Foil,Pokémon – Basic,Raio Preto
40.72,Luta,Reverse Foil,Pokémon – Basic,Raio Preto
31.49,Luta,Reverse Foil,Pokémon – Basic,Raio Preto
38.04,Luta,Reverse Foil,Pokémon – Basic,Raio Preto
35.09,Luta,Reverse Foil,Pokémon – Basic,Raio Preto
46.31,Luta,Pokeball Foil,Pokémon – Basic,Raio Preto
38.58,Luta,Reverse Foil,Pokémon – Basic,Raio Preto
20.18,Luta,Foil,Pokémon – Basic,Raio Preto
16.22,Luta,Normal,Pokémon – Basic,Raio Preto
28.11,Luta,Reverse Foil,Pokémon – Basic,Raio Preto
36.76,Luta,Reverse Foil,Pokémon – Basic,Raio Preto
22.23,Luta,Foil,Pokémon – Basic,Raio Preto
2.0,Luta,Normal,Pokémon – Basic,Raio Preto
9.64,Luta,Normal,Pokémon – Basic,Raio Preto
35.38,Luta,Reverse Foil,Pokémon – Basic,Raio Preto
35.93,Luta,Reverse Foil,Pokémon – Basic,Raio Preto
14.05,Luta,Normal,Pokémon – Basic,Raio Preto
3.78,Luta,Normal,Pokémon – Basic,Raio Preto
15.86,Luta,Normal,Pokémon – Basic,Raio Preto
11.03,Luta,Normal,Pokémon – Basic,Raio Preto
17.74,Luta,Foil,Pokémon – Basic,Raio Preto
7.37,Luta,Normal,Pokémon – Basic,Raio Preto
33.79,Luta,Reverse Foil,Pokémon – Basic,Raio Preto
12.64,Luta,Normal,Pokémon – Basic,Raio Preto
15.36,Luta,Normal,Pokémon – Basic,Raio Preto
18.02,Luta,Foil,Pokémon – Basic,Raio Preto
38.05,Luta,Reverse Foil,Pokémon – Basic,Raio Preto
16.78,Luta,Normal,Pokémon – Basic,Raio Preto
36.41,Luta,Reverse Foil,Pokémon – Basic,Raio Preto
20.24,Luta,Foil,Pokémon – Basic,Raio Preto
11.23,Luta,Normal,Pokémon – Basic,Raio Preto
17.75,Luta,Foil,Pokémon – Basic,Raio Preto
6.98,Luta,Normal,Pokémon – Basic,Raio Preto
29.39,Luta,Reverse Foil,Pokémon – Basic,Raio Preto
7.77,Luta,Normal,Pokémon – Basic,Raio Preto
10.38,Luta,Normal,Pokémon – Basic,Raio Preto
25.72,Luta,Foil,Pokémon – Basic,Raio Preto
0.6,Luta,Normal,Pokémon – Basic,Raio Preto
8.21,Luta,Normal,Pokémon – Basic,Raio Preto
20.17,Luta,Foil,Pokémon – Basic,Raio Preto
32.16,Luta,Reverse Foil,Pokémon – Basic,Raio Preto
28.25,Luta,Reverse Foil,Pokémon – Basic,Raio Preto
1.97,Luta,Normal,Pokémon – Basic,Raio Preto
33.16,Luta,Reverse Foil,Pokémon – Basic,Raio Preto
16.51,Luta,Normal,Pokémon – Basic,Raio Preto
18.66,Luta,Foil,Pokémon – Basic,Raio Preto
12.34,Luta,Normal,Pokémon – Basic,Raio Preto
10.19,Luta,Normal,Pokémon – Basic,Raio Preto
28.26,Luta,Reverse Foil,Pokémon – Basic,Raio Preto
43.09,Luta,Pokeball Foil,Pokémon – Basic,Raio Preto
38.22,Luta,Pokeball Foil,Pokémon – Basic,Raio Preto
26.31,Luta,Foil,Pokémon – Basic,Raio Preto
15.59,Luta,Normal,Pokémon – Basic,Raio Preto
30.52,Luta,Reverse Foil,Pokémon – Basic,Raio Preto
26.92,Luta,Foil,Pokémon – Basic,Raio Preto
25.58,Luta,Foil,Pokémon – Basic,Raio Preto
8.42,Luta,Normal,Pokémon – Basic,Raio Preto
2.61,Luta,Normal,Pokémon – Basic,Raio Preto
17.25,Luta,Foil,Pokémon – Basic,Raio Preto
27.87,Luta,Foil,Pokémon – Basic,Raio Preto
42.38,Luta,Pokeball Foil,Pokémon – Basic,Raio Preto
32.04,Luta,Reverse Foil,Pokémon – Basic,Raio Preto
2.59,Luta,Normal,Pokémon – Basic,Raio Preto
24.36,Luta,Foil,Pokémon – Basic,Raio Preto
35.89,Luta,Reverse Foil,Pokémon – Basic,Raio Preto
15.31,Luta,Normal,Pokémon – Basic,Raio Preto
4.53,Luta,Normal,Pokémon – Basic,Raio Preto
28.02,Luta,Foil,Pokémon – Basic,Raio Preto
10.3,Luta,Normal,Pokémon – Basic,Raio Preto
9.02,Luta,Normal,Pokémon – Basic,Raio Preto
25.53,Luta,Foil,Pokémon – Basic,Raio Preto
16.88,Luta,Normal,Pokémon – Basic,Raio Preto
43.05,Luta,Pokeball Foil,Pokémon – Basic,Raio Preto
13.69,Luta,Normal,Pokémon – Basic,Raio Preto
9.32,Luta,Normal,Pokémon – Basic,Raio Preto
25.15,Luta,Foil,Pokémon – Basic,Raio Preto
21.79,Luta,Foil,Pokémon – Basic,Raio Preto
36.92,Luta,Reverse Foil,Pokémon – Basic,Raio Preto
10.23,Luta,Normal,Pokémon – Basic,Raio Preto
6.31,Luta,Normal,Pokémon – Basic,Raio Preto
43.13,Luta,Pokeball Foil,Pokémon – Basic,Raio Preto
42.54,Luta,Pokeball Foil,Pokémon – Basic,Raio Preto
